日時	EUR/JPY(始値, 買い)	
EUR/JPY(高値, 買い)	EUR/JPY(安値, 買い)	EUR/JPY(終値, 買い)	EUR/JPY(始値, 売り)	EUR/JPY(高値, 売り)	EUR/JPY(安値, 売り)	EUR/JPY(終値, 売り)	K	D	
60.98	82.07	2014-02-08T03:30:00	139.293	139.407	139.246	139.403	139.264	139.380	
139.216	139.374	97.95	86.95	2014-02-08T03:00:00	139.282	139.381	139.266	139.293	
139.258	139.353	139.235	139.264	72.95	81.06	2014-02-08T02:30:00	139.266	139.293	
139.159	139.282	139.243	139.268	139.130	139.258	90.60	83.64	2014-02-08T02:00:00	
139.304	139.327	139.213	139.266	139.278	139.300	139.183	139.243	87.90	
77.66	2014-02-08T01:30:00	139.157	139.304	139.115	139.304	139.128	139.279	139.088	
139.278	85.36	76.70	2014-02-08T01:00:00	139.211	139.222	139.054	139.157	139.185	
139.196	139.024	139.128	68.47	79.01	2014-02-08T00:30:00	138.910	139.327	138.882	
139.211	138.883	139.298	138.853	139.185	85.85	77.59	2014-02-08T00:00:00	139.177	
139.311	138.856	138.910	139.152	139.287	138.829	138.883	60.70	77.26	
2014-02-07T23:30:00	139.259	139.382	139.062	139.177	139.230	139.355	139.035	139.152	
83.10	84.47	2014-02-07T23:00:00	138.857	139.290	138.664	139.259	138.833	139.264	
138.635	139.230	96.94	87.68	2014-02-07T22:30:00	139.302	139.248	138.186	138.857	
139.134	139.080	138.154	138.833	61.39	82.55	2014-02-07T22:00:00	138.819	139.302	
138.764	139.302	138.797	139.260	138.735	139.134	84.15	81.81	2014-02-07T21:30:00	
138.719	138.838	138.642	138.819	138.693	138.808	138.613	138.797	96.79	
78.39	2014-02-07T21:00:00	138.615	138.723	138.601	138.719	138.589	138.695	138.573	
138.693	99.13	73.41	2014-02-07T20:30:00	138.561	138.666	138.540	138.615	138.535	
138.639	138.510	138.589	71.26	66.39	2014-02-07T20:00:00	138.534	138.628	138.494	
138.561	138.498	138.600	138.465	138.535	57.69	65.23	2014-02-07T19:30:00	138.599	
138.616	138.512	138.534	138.571	138.587	138.487	138.498	67.06	59.65	
2014-02-07T19:00:00	138.626	138.640	138.549	138.599	138.599	138.612	138.524	138.571	
71.90	48.19	2014-02-07T18:30:00	138.635	138.663	138.523	138.626	138.609	138.634	
138.497	138.599	64.03	42.08	2014-02-07T18:00:00	138.405	138.694	138.383	138.635	
138.375	138.667	138.355	138.609	65.47	38.49	2014-02-07T17:30:00	138.646	138.652	
138.183	138.405	138.619	138.628	138.154	138.375	29.78	41.35	2014-02-07T17:00:00	
138.762	138.762	138.616	138.646	138.733	138.734	138.589	138.619	9.77	
53.25	2014-02-07T16:30:00	138.768	138.878	138.736	138.762	138.746	138.849	138.706	
138.733	41.37	59.38	2014-02-07T16:00:00	138.854	138.868	138.729	138.768	138.833	
138.848	138.704	138.746	46.04	64.99	2014-02-07T15:30:00	138.875	138.924	138.839	
138.854	138.847	138.896	138.812	138.833	79.81	67.80	2014-02-07T15:00:00	138.669	
138.904	138.665	138.875	138.640	138.879	138.637	138.847	89.26	56.40	
2014-02-07T14:30:00	138.723	138.742	138.648	138.669	138.693	138.716	138.618	138.640	
40.44	45.38	2014-02-07T14:00:00	138.703	138.777	138.685	138.723	138.673	138.749	
138.658	138.693	69.40	47.30	2014-02-07T13:30:00	138.618	138.773	138.612	138.703	
138.588	138.746	138.584	138.673	60.11	43.83	2014-02-07T13:00:00	138.625	138.648	
138.606	138.618	138.597	138.618	138.581	138.588	22.81	38.77	2014-02-07T12:30:00	
138.626	138.635	138.591	138.625	138.594	138.609	138.566	138.597	34.17	
41.42	2014-02-07T12:00:00	138.653	138.668	138.603	138.626	138.626	138.644	138.577	
138.594	50.00	40.74	2014-02-07T11:30:00	138.627	138.705	138.594	138.653	138.597	
138.676	138.563	138.626	52.05	39.73	2014-02-07T11:00:00	138.625	138.653	138.592	
138.627	138.600	138.624	138.562	138.597	34.84	44.01	2014-02-07T10:30:00	138.615	
138.646	138.587	138.625	138.587	138.623	138.556	138.600	36.07	46.39	
2014-02-07T10:00:00	138.650	138.652	138.540	138.615	138.625	138.624	138.512	138.587	
30.74	51.84	2014-02-07T09:30:00	138.736	138.757	138.547	138.650	138.710	138.731	
138.518	138.625	44.96	46.26	2014-02-07T09:00:00	138.709	138.783	138.650	138.736	
138.680	138.756	138.618	138.710	73.47	43.73	2014-02-07T08:30:00	138.752	138.758	
138.613	138.709	138.723	138.732	138.585	138.680	46.72	40.62	2014-02-07T08:00:00	
138.609	138.761	138.605	138.752	138.573	138.731	138.571	138.723	63.31	
49.33	2014-02-07T07:30:00	138.745	138.781	138.599	138.609	138.699	138.743	138.566	
138.573	2.82	56.45	2014-02-07T07:00:00	138.795	138.827	138.745	138.745	138.743	
138.762	138.699	138.699	32.35	72.00	2014-02-07T06:30:00	138.815	138.842	138.781	
138.795	138.785	138.810	138.743	138.743	57.89	81.53	2014-02-07T06:00:00	138.838	
138.838	138.766	138.815	138.811	138.814	138.736	138.785	90.29	86.96	
2014-02-07T05:30:00	138.772	138.841	138.676	138.838	138.744	138.814	138.644	138.811	
98.90	75.24	2014-02-07T05:00:00	138.767	138.806	138.703	138.772	138.742	138.776	
138.676	138.744	80.55	55.86	2014-02-07T04:30:00	138.767	138.842	138.715	138.767	
138.741	138.815	138.687	138.742	80.00	48.07	2014-02-07T04:00:00	138.543	138.815	
138.531	138.767	138.513	138.792	138.506	138.741	85.09	39.02	2014-02-07T03:30:00	
138.485	138.598	138.482	138.543	138.454	138.570	138.453	138.513	31.66	
34.48	2014-02-07T03:00:00	138.586	138.634	138.476	138.485	138.558	138.607	138.450	
138.454	2.01	42.61	2014-02-07T02:30:00	138.588	138.673	138.563	138.586	138.564	
138.649	138.537	138.558	41.62	59.29	2014-02-07T02:00:00	138.558	138.636	138.542	
138.588	138.538	138.611	138.513	138.564	34.73	68.97	2014-02-07T01:30:00	138.531	
138.633	138.511	138.558	138.501	138.607	138.486	138.538	62.40	81.24	
2014-02-07T01:00:00	138.537	138.625	138.512	138.531	138.512	138.598	138.487	138.501	
72.28	86.88	2014-02-07T00:30:00	138.638	138.673	138.537	138.537	138.607	138.659	
138.512	138.512	85.42	90.99	2014-02-07T00:00:00	138.460	138.847	138.457	138.638	
138.435	138.814	138.431	138.607	90.01	74.58	2014-02-06T23:30:00	138.114	138.530	
138.109	138.460	138.083	138.504	138.080	138.435	96.08	60.37	2014-02-06T23:00:00	
137.719	138.249	137.713	138.114	137.688	138.222	137.685	138.083	90.61	
42.95	2014-02-06T22:30:00	136.961	137.788	136.768	137.719	136.873	137.761	136.742	
137.688	92.84	29.49	2014-02-06T22:00:00	137.006	137.070	136.883	136.961	136.978	
137.044	136.856	136.873	3.38	24.15	2014-02-06T21:30:00	137.019	137.293	136.920	
137.006	136.994	137.217	136.884	136.978	18.95	40.56	2014-02-06T21:00:00	137.201	
137.224	136.984	137.019	137.176	137.194	136.956	136.994	8.96	53.66	
2014-02-06T20:30:00	137.315	137.329	137.160	137.201	137.290	137.300	137.132	137.176	
23.31	70.27	2014-02-06T20:00:00	137.373	137.388	137.269	137.315	137.330	137.359	
137.242	137.290	66.17	73.24	2014-02-06T19:30:00	137.310	137.404	137.294	137.373	
137.281	137.380	137.268	137.330	85.42	70.69	2014-02-06T19:00:00	137.331	137.355	
137.247	137.310	137.303	137.326	137.219	137.281	84.43	58.25	2014-02-06T18:30:00	
137.164	137.354	137.142	137.331	137.132	137.326	137.114	137.303	92.04	
54.04	2014-02-06T18:00:00	137.197	137.260	137.149	137.164	137.170	137.235	137.119	
137.132	38.15	48.76	2014-02-06T17:30:00	137.131	137.257	137.063	137.197	137.101	
137.227	137.037	137.170	53.41	45.54	2014-02-06T17:00:00	137.281	137.290	137.106	
137.131	137.254	137.264	137.080	137.101	23.24	40.78	2014-02-06T16:30:00	137.289	
137.291	137.206	137.281	137.263	137.268	137.180	137.254	63.33	36.92	
2014-02-06T16:00:00	137.168	137.311	137.104	137.289	137.138	137.286	137.075	137.263	
65.66	34.49	2014-02-06T15:30:00	137.196	137.275	137.110	137.168	137.170	137.246	
137.084	137.138	22.04	35.24	2014-02-06T15:00:00	137.131	137.215	137.073	137.196	
137.102	137.186	137.045	137.170	29.62	50.69	2014-02-06T14:30:00	137.352	137.404	
137.117	137.131	137.320	137.375	137.087	137.102	3.95	56.33	2014-02-06T14:00:00	
137.401	137.398	137.278	137.352	137.375	137.377	137.247	137.320	51.16	
61.32	2014-02-06T13:30:00	137.454	137.494	137.342	137.401	137.427	137.467	137.312	
137.375	69.44	58.79	2014-02-06T13:00:00	137.268	137.456	137.252	137.454	137.240	
137.429	137.222	137.427	99.30	50.74	2014-02-06T12:30:00	137.231	137.376	137.231	
137.268	137.202	137.348	137.203	137.240	57.81	37.61	2014-02-06T12:00:00	137.297	
137.295	137.194	137.231	137.268	137.266	137.166	137.202	28.87	29.61	
2014-02-06T11:30:00	137.263	137.354	137.238	137.297	137.232	137.327	137.212	137.268	
38.51	36.30	2014-02-06T11:00:00	137.282	137.334	137.171	137.263	137.253	137.307	
137.144	137.232	29.23	41.12	2014-02-06T10:30:00	137.276	137.329	137.121	137.282	
137.244	137.301	137.092	137.253	33.61	44.75	2014-02-06T10:00:00	137.483	137.500	
137.202	137.276	137.453	137.473	137.173	137.244	17.84	51.98	2014-02-06T09:30:00	
137.484	137.576	137.408	137.483	137.454	137.549	137.381	137.453	62.30	
67.88	2014-02-06T09:00:00	137.343	137.594	137.324	137.484	137.313	137.571	137.294	
137.454	62.62	73.68	2014-02-06T08:30:00	137.353	137.381	137.285	137.343	137.322	
137.351	137.258	137.313	47.37	75.69	2014-02-06T08:00:00	137.412	137.422	137.334	
137.353	137.372	137.393	137.303	137.322	69.79	83.27	2014-02-06T07:30:00	137.386	
137.415	137.336	137.412	137.345	137.378	137.303	137.372	97.35	80.82	
2014-02-06T07:00:00	137.321	137.402	137.322	137.386	137.272	137.369	137.274	137.345	
91.27	69.61	2014-02-06T06:30:00	137.333	137.356	137.269	137.321	137.303	137.329	
137.241	137.272	72.65	52.99	2014-02-06T06:00:00	137.272	137.344	137.188	137.333	
137.243	137.316	137.158	137.303	85.31	55.73	2014-02-06T05:30:00	137.231	137.303	
137.182	137.272	137.201	137.283	137.152	137.243	57.53	55.62	2014-02-06T05:00:00	
137.132	137.243	137.122	137.231	137.105	137.216	137.094	137.201	41.31	
61.71	2014-02-06T04:30:00	137.337	137.365	137.123	137.132	137.308	137.339	137.097	
137.105	8.15	73.32	2014-02-06T04:00:00	137.325	137.360	137.266	137.337	137.297	
137.338	137.241	137.308	86.36	87.32	2014-02-06T03:30:00	137.312	137.376	137.277	
137.325	137.283	137.353	137.250	137.297	84.74	81.61	2014-02-06T03:00:00	137.255	
137.376	137.250	137.312	137.226	137.353	137.221	137.283	87.99	80.93	
2014-02-06T02:30:00	137.171	137.255	137.108	137.255	137.146	137.226	137.083	137.226	
99.35	73.45	2014-02-06T02:00:00	137.076	137.257	137.049	137.171	137.048	137.229	
137.023	137.146	78.17	68.61	2014-02-06T01:30:00	137.175	137.235	137.014	137.076	
137.150	137.214	136.986	137.048	57.80	66.73	2014-02-06T01:00:00	136.941	137.201	
136.797	137.175	136.915	137.173	136.770	137.150	81.37	70.15	2014-02-06T00:30:00	
137.109	137.217	136.933	136.941	137.082	137.194	136.909	136.915	50.59	
63.00	2014-02-06T00:00:00	136.966	137.275	136.944	137.109	136.892	137.251	136.862	
137.082	75.15	56.47	2014-02-05T23:30:00	136.944	137.065	136.850	136.966	136.914	
137.038	136.828	136.892	68.74	48.22	2014-02-05T23:00:00	136.808	136.979	136.738	
136.944	136.780	136.954	136.709	136.914	74.89	46.61	2014-02-05T22:30:00	136.680	
136.843	136.597	136.808	136.654	136.817	136.571	136.780	45.63	42.81	
2014-02-05T22:00:00	136.723	137.060	136.599	136.680	136.695	137.029	136.572	136.654	
17.94	43.43	2014-02-05T21:30:00	136.756	136.798	136.640	136.723	136.730	136.770	
136.613	136.695	33.88	48.42	2014-02-05T21:00:00	136.802	136.816	136.688	136.756	
136.774	136.789	136.659	136.730	60.69	46.81	2014-02-05T20:30:00	136.798	136.883	
136.757	136.802	136.766	136.855	136.726	136.774	55.90	39.58	2014-02-05T20:00:00	
136.808	136.852	136.725	136.798	136.784	136.823	136.695	136.766	48.72	
38.72	2014-02-05T19:30:00	136.715	136.873	136.667	136.808	136.686	136.847	136.639	
136.784	42.88	42.11	2014-02-05T19:00:00	136.791	136.792	136.567	136.715	136.759	
136.764	136.537	136.686	25.87	42.90	2014-02-05T18:30:00	136.913	136.990	136.769	
136.791	136.886	136.961	136.742	136.759	24.52	42.39	2014-02-05T18:00:00	136.983	
137.035	136.861	136.913	136.952	137.007	136.830	136.886	51.60	42.36	
2014-02-05T17:30:00	136.871	137.139	136.870	136.983	136.844	137.113	136.842	136.952	
65.67	33.40	2014-02-05T17:00:00	136.780	136.901	136.684	136.871	136.753	136.876	
136.656	136.844	46.84	21.20	2014-02-05T16:30:00	136.883	136.892	136.675	136.780	
136.852	136.864	136.644	136.753	23.34	24.25	2014-02-05T16:00:00	136.867	136.932	
136.777	136.883	136.843	136.906	136.749	136.852	24.35	33.22	2014-02-05T15:30:00	
136.972	137.014	136.850	136.867	136.951	136.987	136.819	136.843	6.80	
41.01	2014-02-05T15:00:00	137.081	137.100	136.968	136.972	137.052	137.071	136.940	
136.951	4.66	49.16	2014-02-05T14:30:00	137.103	137.137	137.024	137.081	137.072	
137.111	136.992	137.052	62.08	57.89	2014-02-05T14:00:00	137.086	137.201	137.023	
137.103	137.056	137.172	136.993	137.072	68.20	49.42	2014-02-05T13:30:00	137.086	
137.149	137.027	137.086	137.054	137.121	136.996	137.056	63.30	39.05	
2014-02-05T13:00:00	137.106	137.205	137.009	137.086	137.077	137.176	136.982	137.054	
47.56	27.00	2014-02-05T12:30:00	136.978	137.167	136.877	137.106	136.949	137.141	
136.849	137.077	48.31	24.36	2014-02-05T12:00:00	136.962	137.067	136.887	136.978	
136.933	137.037	136.855	136.949	19.71	25.46	2014-02-05T11:30:00	136.985	137.061	
136.885	136.962	136.959	137.032	136.854	136.933	16.39	28.74	2014-02-05T11:00:00	
137.263	137.306	136.966	136.985	137.233	137.280	136.944	136.959	3.02	
30.26	2014-02-05T10:30:00	137.349	137.349	137.227	137.263	137.322	137.321	137.196	
137.233	34.35	41.95	2014-02-05T10:00:00	137.268	137.359	137.151	137.349	137.241	
137.336	137.120	137.322	53.83	48.64	2014-02-05T09:30:00	137.337	137.335	137.108	
137.268	137.305	137.305	137.076	137.241	36.11	43.75	2014-02-05T09:00:00	137.464	
137.470	137.258	137.337	137.437	137.441	137.233	137.305	24.00	52.17	
2014-02-05T08:30:00	137.409	137.557	137.411	137.464	137.381	137.533	137.380	137.437	
61.45	61.05	2014-02-05T08:00:00	137.361	137.422	137.315	137.409	137.326	137.401	
137.290	137.381	67.83	62.53	2014-02-05T07:30:00	137.429	137.438	137.315	137.361	
137.400	137.406	137.284	137.326	29.37	64.67	2014-02-05T07:00:00	137.424	137.460	
137.367	137.429	137.373	137.427	137.335	137.400	78.23	67.67	2014-02-05T06:30:00	
137.388	137.431	137.374	137.424	137.366	137.406	137.352	137.373	68.35	
64.53	2014-02-05T06:00:00	137.405	137.404	137.348	137.388	137.382	137.383	137.322	
137.366	68.85	62.65	2014-02-05T05:30:00	137.349	137.445	137.331	137.405	137.319	
137.423	137.303	137.382	78.53	61.08	2014-02-05T05:00:00	137.352	137.418	137.341	
137.349	137.329	137.394	137.314	137.319	44.39	62.16	2014-02-05T04:30:00	137.317	
137.391	137.290	137.352	137.289	137.362	137.265	137.329	62.50	72.53	
2014-02-05T04:00:00	137.291	137.378	137.267	137.317	137.268	137.354	137.240	137.289	
59.00	75.00	2014-02-05T03:30:00	137.373	137.425	137.260	137.291	137.345	137.402	
137.232	137.268	60.98	82.03	2014-02-05T03:00:00	137.420	137.453	137.266	137.373	
137.393	137.428	137.239	137.345	83.95	80.73	2014-02-05T02:30:00	137.203	137.441	
137.189	137.420	137.176	137.412	137.164	137.393	96.21	68.72	2014-02-05T02:00:00	
137.270	137.270	137.116	137.203	137.244	137.241	137.089	137.176	74.86	
64.64	2014-02-05T01:30:00	137.072	137.289	137.046	137.270	137.050	137.265	137.018	
137.244	94.18	57.40	2014-02-05T01:00:00	136.993	137.099	136.937	137.072	136.968	
137.072	136.911	137.050	54.48	51.14	2014-02-05T00:30:00	137.116	137.201	136.992	
136.993	137.089	137.172	136.964	136.968	23.88	54.74	2014-02-05T00:00:00	137.027	
137.163	136.943	137.116	136.980	137.134	136.917	137.089	75.78	67.03	
2014-02-04T23:30:00	137.063	137.095	136.932	137.027	137.036	137.071	136.904	136.980	
38.70	60.95	2014-02-04T23:00:00	137.085	137.108	136.976	137.063	137.057	137.082	
136.949	137.036	62.84	65.08	2014-02-04T22:30:00	137.124	137.186	137.016	137.085	
137.096	137.159	136.987	137.057	72.51	59.93	2014-02-04T22:00:00	136.897	137.177	
136.898	137.124	136.871	137.149	136.870	137.096	85.32	55.35	2014-02-04T21:30:00	
137.010	137.034	136.895	136.897	136.979	137.008	136.867	136.871	45.37	
48.07	2014-02-04T21:00:00	136.915	137.066	136.856	137.010	136.885	137.042	136.828	
136.979	59.38	50.19	2014-02-04T20:30:00	136.967	136.988	136.819	136.915	136.938	
136.961	136.788	136.885	37.05	57.52	2014-02-04T20:00:00	136.906	137.034	136.829	
136.967	136.876	137.013	136.805	136.938	49.64	65.44	2014-02-04T19:30:00	136.877	
136.952	136.756	136.906	136.849	136.925	136.729	136.876	48.88	75.03	
2014-02-04T19:00:00	137.100	137.177	136.862	136.877	137.069	137.150	136.833	136.849	
55.99	79.14	2014-02-04T18:30:00	136.877	137.118	136.863	137.100	136.850	137.094	
136.834	137.069	96.02	84.17	2014-02-04T18:00:00	136.943	136.992	136.833	136.877	
136.917	136.967	136.806	136.850	76.65	77.87	2014-02-04T17:30:00	136.654	136.956	
136.638	136.943	136.625	136.930	136.614	136.917	97.59	76.56	2014-02-04T17:00:00	
136.731	136.770	136.496	136.654	136.699	136.742	136.466	136.625	69.44	
65.84	2014-02-04T16:30:00	136.662	136.751	136.550	136.731	136.632	136.724	136.525	
136.699	81.18	52.19	2014-02-04T16:00:00	136.700	136.832	136.597	136.662	136.668	
136.805	136.566	136.632	64.50	44.92	2014-02-04T15:30:00	136.526	136.745	136.418	
136.700	136.500	136.714	136.390	136.668	70.08	42.30	2014-02-04T15:00:00	136.460	
136.583	136.243	136.526	136.431	136.557	136.216	136.500	44.03	36.42	
2014-02-04T14:30:00	136.783	136.839	136.438	136.460	136.755	136.811	136.426	136.431	
1.15	31.75	2014-02-04T14:00:00	136.816	136.889	136.746	136.783	136.787	136.861	
136.716	136.755	44.85	40.60	2014-02-04T13:30:00	136.822	136.850	136.643	136.816	
136.791	136.821	136.620	136.787	51.38	43.67	2014-02-04T13:00:00	136.733	136.863	
136.729	136.822	136.703	136.834	136.701	136.791	40.69	46.71	2014-02-04T12:30:00	
136.830	136.882	136.668	136.733	136.800	136.857	136.638	136.703	20.66	
51.65	2014-02-04T12:00:00	136.888	136.948	136.790	136.830	136.858	136.921	136.763	
136.800	45.41	54.96	2014-02-04T11:30:00	136.913	136.966	136.774	136.888	136.883	
136.945	136.750	136.858	60.20	63.70	2014-02-04T11:00:00	136.842	137.031	136.842	
136.913	136.811	137.014	136.811	136.883	66.58	67.18	2014-02-04T10:30:00	136.766	
136.904	136.650	136.842	136.739	136.877	136.622	136.811	65.40	72.22	
2014-02-04T10:00:00	136.882	136.937	136.741	136.766	136.857	136.911	136.714	136.739	
37.23	76.73	2014-02-04T09:30:00	136.832	136.909	136.765	136.882	136.806	136.884	
136.736	136.857	89.07	87.29	2014-02-04T09:00:00	136.847	136.911	136.778	136.832	
136.815	136.881	136.751	136.806	77.61	86.66	2014-02-04T08:30:00	136.786	136.866	
136.752	136.847	136.756	136.840	136.719	136.815	91.78	82.23	2014-02-04T08:00:00	
136.813	136.813	136.667	136.786	136.763	136.779	136.637	136.756	87.98	
74.85	2014-02-04T07:30:00	136.737	136.839	136.713	136.813	136.694	136.797	136.674	
136.763	90.03	69.98	2014-02-04T07:00:00	136.601	136.747	136.612	136.737	136.570	
136.709	136.546	136.694	85.91	65.09	2014-02-04T06:30:00	136.606	136.634	136.567	
136.601	136.577	136.613	136.536	136.570	55.45	51.74	2014-02-04T06:00:00	136.643	
136.662	136.482	136.606	136.614	136.634	136.456	136.577	54.87	49.35	
2014-02-04T05:30:00	136.651	136.759	136.554	136.643	136.628	136.736	136.526	136.614	
63.66	44.53	2014-02-04T05:00:00	136.469	136.652	136.467	136.651	136.442	136.629	
136.438	136.628	65.58	34.14	2014-02-04T04:30:00	136.756	136.770	136.375	136.469	
136.726	136.750	136.346	136.442	19.16	25.64	2014-02-04T04:00:00	136.748	136.790	
136.680	136.756	136.722	136.767	136.652	136.726	43.46	23.94	2014-02-04T03:30:00	
136.673	136.782	136.652	136.748	136.648	136.757	136.624	136.722	30.79	
17.34	2014-02-04T03:00:00	136.766	136.801	136.616	136.673	136.743	136.776	136.593	
136.648	11.70	16.95	2014-02-04T02:30:00	136.740	136.870	136.672	136.766	136.717	
136.847	136.647	136.743	23.08	18.61	2014-02-04T02:00:00	136.758	136.924	136.706	
136.740	136.735	136.899	136.678	136.717	10.68	14.93	2014-02-04T01:30:00	136.935	
137.037	136.708	136.758	136.904	137.012	136.680	136.735	10.45	13.84	
2014-02-04T01:00:00	136.888	137.087	136.758	136.935	136.861	137.063	136.730	136.904	
28.82	13.45	2014-02-04T00:30:00	136.832	137.000	136.678	136.888	136.812	136.974	
136.653	136.861	20.02	10.90	2014-02-04T00:00:00	137.280	137.282	136.786	136.832	
137.186	137.252	136.761	136.812	4.67	20.03	2014-02-03T23:30:00	137.375	137.466	
137.174	137.280	137.344	137.438	137.149	137.186	5.26	35.76	2014-02-03T23:00:00	
137.474	137.553	137.324	137.375	137.445	137.524	137.297	137.344	8.47	
44.57	2014-02-03T22:30:00	137.720	137.720	137.395	137.474	137.693	137.692	137.367	
137.445	16.08	54.00	2014-02-03T22:00:00	137.617	137.877	137.615	137.720	137.589	
137.852	137.588	137.693	65.66	57.49	2014-02-03T21:30:00	137.538	137.659	137.492	
137.617	137.506	137.640	137.464	137.589	83.33	47.24	2014-02-03T21:00:00	137.608	
137.654	137.480	137.538	137.580	137.627	137.452	137.506	49.28	32.68	
2014-02-03T20:30:00	137.557	137.666	137.485	137.608	137.529	137.640	137.461	137.580	
55.66	27.06	2014-02-03T20:00:00	137.447	137.597	137.416	137.557	137.418	137.567	
137.389	137.529	33.51	20.06	2014-02-03T19:30:00	137.525	137.611	137.363	137.447	
